module,level,rva,file_offset,section,file_word,reference_base,reference_address_NOT_live,runtime_vanilla_word_at_reference_base,patched_encoded,patch_interpretation,flags,layer,mechanic,source,binary_check,continuous,runtime_activation,validation,evidence,nearest_callback_NOT_proven_owner,callback_distance_bytes
6,Medical Outpost Omega,0x0011FE74,0x0011FEE8,.text,0x3C043F80,0x09139D00,0x09259B74,0x3C043F80,0x3C043F00,literal word,16,2,"Mine de Sniper / Sniper Mine â€” lui a0,1.0 â†’ 0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,CrossbowShot,2228
6,Medical Outpost Omega,0x0011FEE8,0x0011FF5C,.text,0x3C043F80,0x09139D00,0x09259BE8,0x3C043F80,0x3C043F00,literal word,16,2,"Mine de Sniper / Sniper Mine â€” lui a0,1.0 â†’ 0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,CrossbowShot,2344
6,Medical Outpost Omega,0x001209DC,0x00120A50,.text,0x3C04BF80,0x09139D00,0x0925A6DC,0x3C04BF80,0x3C04BF00,literal word,16,2,"Mine de Sniper / Sniper Mine â€” lui a0,-1.0 â†’ -0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,CrystalGroundShard,160
6,Medical Outpost Omega,0x0012C89C,0x0012C910,.text,0x3C043F80,0x09139D00,0x0926659C,0x3C043F80,0x3C043F00,literal word,16,2,"IncinÃ©rator / Scorcher â€” lui a0,1.0 â†’ 0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,Flamethrower,112
6,Medical Outpost Omega,0x0012CB3C,0x0012CBB0,.text,0x3C06BF80,0x09139D00,0x0926683C,0x3C06BF80,0x3C06BF00,literal word,16,2,"IncinÃ©rator / Scorcher â€” lui a2,-1.0 â†’ -0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,Flamethrower,784
6,Medical Outpost Omega,0x0012CC94,0x0012CD08,.text,0x34040003,0x09139D00,0x09266994,0x34040003,0x34040006,literal word,16,2,"IncinÃ©rator / Scorcher â€” ori a0,3 â†’ ori a0,6",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,Flamethrower,1128
6,Medical Outpost Omega,0x0013E0A8,0x0013E11C,.text,0x46146301,0x09139D00,0x09277DA8,0x46146301,0x00000004,jump to plugin-owned cave 4,20,2,"Pisteur Laser / Laser Tracer â€” sub.s f12,f12,f20 â†’ j cave",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,LaserTracer,280
6,Medical Outpost Omega,0x0013E0AC,0x0013E120,.text,0xE62C0008,0x09139D00,0x09277DAC,0xE62C0008,0x00000000,literal word,16,2,"Pisteur Laser / Laser Tracer â€” swc1 f12,8(s1) â†’ nop",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,LaserTracer,284
6,Medical Outpost Omega,0x0015EA5C,0x0015EAD0,.text,0x3C04BF80,0x09139D00,0x0929875C,0x3C04BF80,0x3C04BF00,literal word,16,2,"T.E.L.T. / R.Y.N.O. â€” lui a0,-1.0 â†’ -0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,Ryno,208
6,Medical Outpost Omega,0x0015F404,0x0015F478,.text,0x3C053F80,0x09139D00,0x09299104,0x3C053F80,0x3C053F00,literal word,16,2,"T.E.L.T. / R.Y.N.O. â€” lui a1,1.0 â†’ 0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,RynoRocket,8
6,Medical Outpost Omega,0x00164848,0x001648BC,.text,0x3C04BF80,0x09139D00,0x0929E548,0x3C04BF80,0x3C04BF00,literal word,16,2,"BarriÃ¨re Statique / Static Barrier â€” lui a0,-1.0 â†’ -0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,ShieldCharger,228
6,Medical Outpost Omega,0x00164C00,0x00164C74,.text,0x3C043D08,0x09139D00,0x0929E900,0x3C043D08,0x3C043C88,literal word,16,2,"BarriÃ¨re Statique / Static Barrier â€” lui a0,1/30 â†’ 1/60",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,ShieldCharger,1180
6,Medical Outpost Omega,0x00164C48,0x00164CBC,.text,0x3C04BF80,0x09139D00,0x0929E948,0x3C04BF80,0x3C04BF00,literal word,16,2,"BarriÃ¨re Statique / Static Barrier â€” lui a0,-1.0 â†’ -0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,ShieldCharger,1252
6,Medical Outpost Omega,0x00167658,0x001676CC,.text,0x46148B01,0x09139D00,0x092A1358,0x46148B01,0x00000002,jump to plugin-owned cave 2,20,2,"Roquette Ã‰clair / Shock Rocket â€” sub.s f12,f17,f20 â†’ j cave A",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,ShockRocket,280
6,Medical Outpost Omega,0x00167684,0x001676F8,.text,0x46146301,0x09139D00,0x092A1384,0x46146301,0x00000003,jump to plugin-owned cave 3,20,2,"Roquette Ã‰clair / Shock Rocket â€” sub.s f12,f12,f20 â†’ j cave B",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,ShockRocket,324
6,Medical Outpost Omega,0x00167688,0x001676FC,.text,0x4616603C,0x09139D00,0x092A1388,0x4616603C,0x00000000,literal word,16,2,"Roquette Ã‰clair / Shock Rocket â€” c.lt.s f12,f22 â†’ nop",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,ShockRocket,328
6,Medical Outpost Omega,0x0016DA20,0x0016DA94,.text,0xC62C0010,0x09139D00,0x092A7720,0xC62C0010,0x00000005,jump to plugin-owned cave 5,20,2,"Aspiro-Canon / Suck Cannon â€” lwc1 f12,0x10(s1) â†’ j cave",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannon,780
6,Medical Outpost Omega,0x0016DA24,0x0016DA98,.text,0x46166301,0x09139D00,0x092A7724,0x46166301,0x00000000,literal word,16,2,"Aspiro-Canon / Suck Cannon â€” sub.s f12,f12,f22 â†’ nop",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannon,784
6,Medical Outpost Omega,0x00171BA4,0x00171C18,.text,0x3C044000,0x09139D00,0x092AB8A4,0x3C044000,0x3C043F80,literal word,16,1,"Titanium Bolt, facteur 2,0 â†’ 1,0",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,TitaniumBolt,1984
6,Medical Outpost Omega,0x0018B5E0,0x0018B654,.text,0xC6EC0008,0x09139D00,0x092C52E0,0xC6EC0008,0x00000006,jump to plugin-owned cave 6,20,2,"Aspiro-Canon / Suck Cannon â€” lwc1 f12,8(s7) â†’ j cave",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,468
6,Medical Outpost Omega,0x0018B5E4,0x0018B658,.text,0xC7CD0010,0x09139D00,0x092C52E4,0xC7CD0010,0x00000000,literal word,16,2,"Aspiro-Canon / Suck Cannon â€” lwc1 f13,0x10(fp) â†’ nop",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,472
6,Medical Outpost Omega,0x002BC7B0,0x002BC824,.data,0x42700000,0x09139D00,0x093F64B0,0x42700000,0x42F00000,literal word,0,2,Agents Ravageurs / Agents of Doom â€” float 60 â†’ 120,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1250212
6,Medical Outpost Omega,0x002BC7B4,0x002BC828,.data,0x42700000,0x09139D00,0x093F64B4,0x42700000,0x42F00000,literal word,0,2,Agents Ravageurs / Agents of Doom â€” float 60 â†’ 120,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1250216
6,Medical Outpost Omega,0x002BCED0,0x002BCF44,.data,0x40000000,0x09139D00,0x093F6BD0,0x40000000,0x3F800000,literal word,0,2,Agents Ravageurs / Agents of Doom â€” float 2.0 â†’ 1.0,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1252036
6,Medical Outpost Omega,0x002BD388,0x002BD3FC,.data,0x3C360B62,0x09139D00,0x093F7088,0x3C360B62,0x3BB60B62,literal word,0,2,Gant Mine Abeille / Bee Mine Glove â€” float 1/90 â†’ 1/180,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1253244
6,Medical Outpost Omega,0x002BD38C,0x002BD400,.data,0x41880000,0x09139D00,0x093F708C,0x41880000,0x41080000,literal word,0,8,"Fondu visuel 17 vers 8,5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1253248
6,Medical Outpost Omega,0x002BD394,0x002BD408,.data,0x3DD67751,0x09139D00,0x093F7094,0x3DD67751,0x3D567751,literal word,0,2,Gant Mine Abeille / Bee Mine Glove â€” float 0.1047198 â†’ 0.0523599,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1253256
6,Medical Outpost Omega,0x002BD398,0x002BD40C,.data,0x3E567751,0x09139D00,0x093F7098,0x3E567751,0x3DD67751,literal word,0,2,Gant Mine Abeille / Bee Mine Glove â€” float 0.2094395 â†’ 0.1047198,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1253260
6,Medical Outpost Omega,0x002BD3A0,0x002BD414,.data,0x3DCCCCCD,0x09139D00,0x093F70A0,0x3DCCCCCD,0x3D4CCCCD,literal word,0,2,Gant Mine Abeille / Bee Mine Glove â€” float 0.1 â†’ 0.05,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1253268
6,Medical Outpost Omega,0x002BD3A4,0x002BD418,.data,0x3E800000,0x09139D00,0x093F70A4,0x3E800000,0x3E000000,literal word,0,2,Gant Mine Abeille / Bee Mine Glove â€” float 0.25 â†’ 0.125,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1253272
6,Medical Outpost Omega,0x002BDE9C,0x002BDF10,.data,0x00000000,0x09139D00,0x093F7B9C,0x3C23D657,0x3BA3D6DE,literal word,1,4,"Boulon posÃ© : rotation sin 0,01",experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1256080
6,Medical Outpost Omega,0x002BDEA0,0x002BDF14,.data,0x00000000,0x09139D00,0x093F7BA0,0x3F7FFCB9,0x3F7FFF2E,literal word,1,4,"Boulon posÃ© : rotation cos 0,01",experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1256084
6,Medical Outpost Omega,0x002BDEA8,0x002BDF1C,.data,0x00000000,0x09139D00,0x093F7BA8,0x3CF5B920,0x3C75C033,literal word,1,4,"Boulon posÃ© : rotation sin 0,03",experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1256092
6,Medical Outpost Omega,0x002BDEAC,0x002BDF20,.data,0x00000000,0x09139D00,0x093F7BAC,0x3F7FE283,0x3F7FF8A1,literal word,1,4,"Boulon posÃ© : rotation cos 0,03",experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1256096
6,Medical Outpost Omega,0x002BDEB4,0x002BDF28,.data,0x41700000,0x09139D00,0x093F7BB4,0x41700000,0x41F00000,literal word,0,4,DÃ©nominateur Ã©tat 1 : 15 vers 30,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1256104
6,Medical Outpost Omega,0x002BE048,0x002BE0BC,.data,0x3D75C291,0x09139D00,0x093F7D48,0x3D75C291,0x3CF5C28F,literal word,0,4,Attraction : incrÃ©ment linÃ©aire,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1256508
6,Medical Outpost Omega,0x002BE050,0x002BE0C4,.data,0x3DF5C28F,0x09139D00,0x093F7D50,0x3DF5C28F,0x3D7D9C85,literal word,0,4,Attraction : lissage exponentiel,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1256516
6,Medical Outpost Omega,0x002BE058,0x002BE0CC,.data,0x00000000,0x09139D00,0x093F7D58,0x3C888889,0x3C088889,literal word,1,4,Attraction : phase,experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1256524
6,Medical Outpost Omega,0x002BE060,0x002BE0D4,.data,0x00000000,0x09139D00,0x093F7D60,0x3DCC7578,0x3D4CB6F5,literal word,1,4,Attraction : rotation sin,experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1256532
6,Medical Outpost Omega,0x002BE064,0x002BE0D8,.data,0x00000000,0x09139D00,0x093F7D64,0x3F7EB898,0x3F7FAE19,literal word,1,4,Attraction : rotation cos,experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1256536
6,Medical Outpost Omega,0x002C1CD4,0x002C1D48,.data,0x41700000,0x09139D00,0x093FB9D4,0x41700000,0x41F00000,literal word,0,2,Pisteur Laser / Laser Tracer â€” float 15 â†’ 30,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1272008
6,Medical Outpost Omega,0x002C1CD8,0x002C1D4C,.data,0x40C00000,0x09139D00,0x093FB9D8,0x40C00000,0x41400000,literal word,0,2,Pisteur Laser / Laser Tracer â€” float 6 â†’ 12,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1272012
6,Medical Outpost Omega,0x002C47C8,0x002C483C,.data,0x3BF2B9D6,0x09139D00,0x093FE4C8,0x3BF2B9D6,0x3B72B9D6,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/135 â†’ â‰ˆ1/270,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1283004
6,Medical Outpost Omega,0x002C47CC,0x002C4840,.data,0x3C360B61,0x09139D00,0x093FE4CC,0x3C360B61,0x3BB60B61,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/90 â†’ â‰ˆ1/180,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1283008
6,Medical Outpost Omega,0x002C47D0,0x002C4844,.data,0x3C888889,0x09139D00,0x093FE4D0,0x3C888889,0x3C088889,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/60 â†’ â‰ˆ1/120,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1283012
6,Medical Outpost Omega,0x002C47D4,0x002C4848,.data,0x3D088889,0x09139D00,0x093FE4D4,0x3D088889,0x3C888889,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/30 â†’ â‰ˆ1/60,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1283016
6,Medical Outpost Omega,0x002C47D8,0x002C484C,.data,0x3D088889,0x09139D00,0x093FE4D8,0x3D088889,0x3C888889,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/30 â†’ â‰ˆ1/60,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1283020
6,Medical Outpost Omega,0x002C47DC,0x002C4850,.data,0x3D088889,0x09139D00,0x093FE4DC,0x3D088889,0x3C888889,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/30 â†’ â‰ˆ1/60,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1283024
6,Medical Outpost Omega,0x002C47E0,0x002C4854,.data,0x3D088889,0x09139D00,0x093FE4E0,0x3D088889,0x3C888889,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/30 â†’ â‰ˆ1/60,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1283028
6,Medical Outpost Omega,0x002C47E4,0x002C4858,.data,0x3D088889,0x09139D00,0x093FE4E4,0x3D088889,0x3C888889,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/30 â†’ â‰ˆ1/60,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1283032
6,Medical Outpost Omega,0x002C50B0,0x002C5124,.data,0x3DCCCCCE,0x09139D00,0x093FEDB0,0x3DCCCCCE,0x3D4CCCCE,literal word,0,2,pickup initial speed,generalisation-experiments.json,PASS,False,configuration-dependent,experimental_generalisation_not_validated,analyse PRX + validation Metalis du 16/09,SuckCannonComet,1285284
6,Medical Outpost Omega,0x002C50C4,0x002C5138,.data,0x3D75C290,0x09139D00,0x093FEDC4,0x3D75C290,0x3C75C290,literal word,0,2,pickup acceleration,generalisation-experiments.json,PASS,False,configuration-dependent,experimental_generalisation_not_validated,analyse PRX + validation Metalis du 16/09,SuckCannonComet,1285304
6,Medical Outpost Omega,0x002C50C8,0x002C513C,.data,0x3EAAAAAB,0x09139D00,0x093FEDC8,0x3EAAAAAB,0x3DAAAAAB,literal word,0,2,pickup max speed,generalisation-experiments.json,PASS,False,configuration-dependent,experimental_generalisation_not_validated,analyse PRX + validation Metalis du 16/09,SuckCannonComet,1285308
6,Medical Outpost Omega,0x002C50CC,0x002C5140,.data,0x3DA3D70A,0x09139D00,0x093FEDCC,0x3DA3D70A,0x3D23D70A,literal word,0,2,pickup steering below cap,generalisation-experiments.json,PASS,False,configuration-dependent,experimental_generalisation_not_validated,analyse PRX + validation Metalis du 16/09,SuckCannonComet,1285312
6,Medical Outpost Omega,0x002C50D0,0x002C5144,.data,0x3E4CCCCD,0x09139D00,0x093FEDD0,0x3E4CCCCD,0x3D4CCCCD,literal word,0,2,pickup steering at cap,generalisation-experiments.json,PASS,False,configuration-dependent,experimental_generalisation_not_validated,analyse PRX + validation Metalis du 16/09,SuckCannonComet,1285316
6,Medical Outpost Omega,0x002C58B8,0x002C592C,.data,0x3EC19D7F,0x09139D00,0x093FF5B8,0x3EC19D7F,0x3E419D7F,literal word,0,2,T.E.L.T. / R.Y.N.O. â€” float 0.3781547 â†’ 0.1890774,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1287340
6,Medical Outpost Omega,0x002C58BC,0x002C5930,.data,0x3EC19D7F,0x09139D00,0x093FF5BC,0x3EC19D7F,0x3E419D7F,literal word,0,2,T.E.L.T. / R.Y.N.O. â€” float 0.3781547 â†’ 0.1890774,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1287344
6,Medical Outpost Omega,0x002C58C0,0x002C5934,.data,0x3F20D97C,0x09139D00,0x093FF5C0,0x3F20D97C,0x3EA0D97C,literal word,0,2,T.E.L.T. / R.Y.N.O. â€” float 0.6283185 â†’ 0.3141593,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1287348
6,Medical Outpost Omega,0x002C58C4,0x002C5938,.data,0x3F20D97C,0x09139D00,0x093FF5C4,0x3F20D97C,0x3EA0D97C,literal word,0,2,T.E.L.T. / R.Y.N.O. â€” float 0.6283185 â†’ 0.3141593,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1287352
6,Medical Outpost Omega,0x002C58D0,0x002C5944,.data,0x3F19999A,0x09139D00,0x093FF5D0,0x3F19999A,0x3E99999A,literal word,0,2,T.E.L.T. / R.Y.N.O. â€” float 0.6 â†’ 0.3,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1287364
6,Medical Outpost Omega,0x002C62DC,0x002C6350,.data,0x42F00000,0x09139D00,0x093FFFDC,0x42F00000,0x43700000,literal word,0,2,BarriÃ¨re Statique / Static Barrier â€” float 120 â†’ 240,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1289936
6,Medical Outpost Omega,0x002C64E4,0x002C6558,.data,0x40400000,0x09139D00,0x094001E4,0x40400000,0x3FC00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 3.0 â†’ 1.5,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290456
6,Medical Outpost Omega,0x002C64E8,0x002C655C,.data,0x40400000,0x09139D00,0x094001E8,0x40400000,0x3FC00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 3.0 â†’ 1.5,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290460
6,Medical Outpost Omega,0x002C64EC,0x002C6560,.data,0x40400000,0x09139D00,0x094001EC,0x40400000,0x3FC00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 3.0 â†’ 1.5,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290464
6,Medical Outpost Omega,0x002C64F0,0x002C6564,.data,0x40400000,0x09139D00,0x094001F0,0x40400000,0x3FC00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 3.0 â†’ 1.5,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290468
6,Medical Outpost Omega,0x002C64F4,0x002C6568,.data,0x40400000,0x09139D00,0x094001F4,0x40400000,0x3FC00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 3.0 â†’ 1.5,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290472
6,Medical Outpost Omega,0x002C64F8,0x002C656C,.data,0x40400000,0x09139D00,0x094001F8,0x40400000,0x3FC00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 3.0 â†’ 1.5,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290476
6,Medical Outpost Omega,0x002C64FC,0x002C6570,.data,0x40400000,0x09139D00,0x094001FC,0x40400000,0x3FC00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 3.0 â†’ 1.5,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290480
6,Medical Outpost Omega,0x002C6520,0x002C6594,.data,0x3DA0D97C,0x09139D00,0x09400220,0x3DA0D97C,0x3D20D97C,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float Ï€/40 â†’ Ï€/80,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290516
6,Medical Outpost Omega,0x002C6524,0x002C6598,.data,0x3DA0D97C,0x09139D00,0x09400224,0x3DA0D97C,0x3D20D97C,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float Ï€/40 â†’ Ï€/80,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290520
6,Medical Outpost Omega,0x002C6528,0x002C659C,.data,0x3E20D97C,0x09139D00,0x09400228,0x3E20D97C,0x3DA0D97C,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float Ï€/20 â†’ Ï€/40,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290524
6,Medical Outpost Omega,0x002C652C,0x002C65A0,.data,0x3E20D97C,0x09139D00,0x0940022C,0x3E20D97C,0x3DA0D97C,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float Ï€/20 â†’ Ï€/40,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290528
6,Medical Outpost Omega,0x002C6530,0x002C65A4,.data,0x3E20D97C,0x09139D00,0x09400230,0x3E20D97C,0x3DA0D97C,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float Ï€/20 â†’ Ï€/40,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290532
6,Medical Outpost Omega,0x002C6534,0x002C65A8,.data,0x3E20D97C,0x09139D00,0x09400234,0x3E20D97C,0x3DA0D97C,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float Ï€/20 â†’ Ï€/40,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290536
6,Medical Outpost Omega,0x002C6538,0x002C65AC,.data,0x3E20D97C,0x09139D00,0x09400238,0x3E20D97C,0x3DA0D97C,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float Ï€/20 â†’ Ï€/40,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290540
6,Medical Outpost Omega,0x002C653C,0x002C65B0,.data,0x3E20D97C,0x09139D00,0x0940023C,0x3E20D97C,0x3DA0D97C,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float Ï€/20 â†’ Ï€/40,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290544
6,Medical Outpost Omega,0x002C6544,0x002C65B8,.data,0x42700000,0x09139D00,0x09400244,0x42700000,0x42F00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 60 â†’ 120,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290552
6,Medical Outpost Omega,0x002C6550,0x002C65C4,.data,0x41700000,0x09139D00,0x09400250,0x41700000,0x41F00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 15 â†’ 30,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1290564
6,Medical Outpost Omega,0x002C6D60,0x002C6DD4,.data,0x3E19999A,0x09139D00,0x09400A60,0x3E19999A,0x3D99999A,literal word,0,2,Aspiro-Canon / Suck Cannon â€” float 0.15 â†’ 0.075,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1292628
6,Medical Outpost Omega,0x002C7210,0x002C7284,.data,0x3E75C28F,0x09139D00,0x09400F10,0x3E75C28F,0x3DF5C28F,literal word,0,1,"Titanium Bolt, vitesse 0,24 â†’ 0,12",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1293828
6,Medical Outpost Omega,0x002C8974,0x002C89E8,.data,0x41F00000,0x09139D00,0x09402674,0x41F00000,0x42700000,literal word,0,2,Aspiro-Canon / Suck Cannon â€” float 30 â†’ 60,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1299816
